2016-05-04 16:11:39,225 [1] DEBUG IRAPI [c:\Git\Code\IRAPI\App_Start\WebApiConfig.cs][25][Register]	##WebApiConfig.Register##
2016-05-04 16:42:39,215 [47] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][61][ExecuteAsync]	##Master.ExecuteAsync.AtualizarSessionData## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":0,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiJsNGYtQzExM1dJVEppZEJNbGpNbldBIiwiaWF0IjoxNDYyMzkwOTU4LCJleHAiOjE0NjIzOTE1NTgsIm5iZiI6MTQ2MjM5MDg5OCwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.XJWOxTFbCh3zBVTTHo3Ayx5MbFpBAe1niCaGdgr0h-U","biletoUuid":"c3d2736b-566b-484f-971d-0c2f908e7549","Guid":null}
2016-05-04 16:42:39,218 [47] DEBUG IRAPI [c:\Git\Code\IRCore.DataAccess.ADO\APIUsuarioADO.cs][203][AtualizarSessao]	##Master.ExecuteAsync.AtualizandoSessionData## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":0,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiJsNGYtQzExM1dJVEppZEJNbGpNbldBIiwiaWF0IjoxNDYyMzkwOTU4LCJleHAiOjE0NjIzOTE1NTgsIm5iZiI6MTQ2MjM5MDg5OCwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.XJWOxTFbCh3zBVTTHo3Ayx5MbFpBAe1niCaGdgr0h-U","biletoUuid":"c3d2736b-566b-484f-971d-0c2f908e7549","Guid":null}
2016-05-04 16:42:39,260 [47] DEBUG IRAPI [c:\Git\Code\IRCore.DataAccess.ADO\APIUsuarioADO.cs][226][AtualizarSessao]	##Master.ExecuteAsync.AtualizandoSessionData.SUCCESS## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":0,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiJsNGYtQzExM1dJVEppZEJNbGpNbldBIiwiaWF0IjoxNDYyMzkwOTU4LCJleHAiOjE0NjIzOTE1NTgsIm5iZiI6MTQ2MjM5MDg5OCwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.XJWOxTFbCh3zBVTTHo3Ayx5MbFpBAe1niCaGdgr0h-U","biletoUuid":"c3d2736b-566b-484f-971d-0c2f908e7549","Guid":null}
2016-05-04 16:43:04,852 [9] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][62][PostAuth]	##Post.AuthCliente## SESSION 4babm44h3a3eb2kwjrujz3oi, USER daniel.ferreira@ingressorapido.com.br
2016-05-04 16:43:04,855 [9] DEBUG IRAPI [c:\Git\Code\IRCore.Util\ConfiguracaoAppUtil.cs][14][Get]	Configuração CaptchaObrigatorio não encontrada no Web.Config
2016-05-04 16:43:05,524 [9] INFO  IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][1263][BiletoSignIn]	##ClienteBO.BiletoSignIn.SUCCESS## EMAIL: 'daniel.ferreira@ingressorapido.com.br' STATUS_CODE: 'OK'
2016-05-04 16:43:05,527 [9] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][979][ConsultarUsername]	##ClienteBO.ConsultarUserName## USERNAME daniel.ferreira@ingressorapido.com.br
2016-05-04 16:43:05,719 [9] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][970][ConsultarEmail]	##ClienteBO.ConsultarEmail##
2016-05-04 16:43:05,738 [9] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][961][ConsultarCPF]	##ClienteBO.ConsultarCPF##
2016-05-04 16:43:05,757 [9] INFO  IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][143][Cadastrar]	##ClienteBO.Cadastrar.ERROR## CLIENTEID 0, EMAIL daniel.ferreira@ingressorapido.com.br, CPF 37352977309, MSG Já existe um usuário cadastrado com este CPF. Por favor clique em esqueci minha senha ou realize o login.
2016-05-04 16:43:05,806 [9] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][130][PostAuth]	##Post.AuthCliente.SUCCESS## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 16:43:05,810 [9] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][57][ExecuteAsync]	##Master.ExecuteAsync## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":0,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiI1eFpNbE10eXItR2lWRTd2RHpVQ2lnIiwiaWF0IjoxNDYyMzkwOTg1LCJleHAiOjE0NjIzOTE1ODUsIm5iZiI6MTQ2MjM5MDkyNSwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.3G2G8mrP6pOfHQtgdXJZiulZNdaSZtqSUOEf5mphJ24","biletoUuid":"c3d2736b-566b-484f-971d-0c2f908e7549","Guid":null}
2016-05-04 16:43:05,813 [9] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][61][ExecuteAsync]	##Master.ExecuteAsync.AtualizarSessionData## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":0,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiI1eFpNbE10eXItR2lWRTd2RHpVQ2lnIiwiaWF0IjoxNDYyMzkwOTg1LCJleHAiOjE0NjIzOTE1ODUsIm5iZiI6MTQ2MjM5MDkyNSwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.3G2G8mrP6pOfHQtgdXJZiulZNdaSZtqSUOEf5mphJ24","biletoUuid":"c3d2736b-566b-484f-971d-0c2f908e7549","Guid":null}
2016-05-04 16:43:05,819 [9] DEBUG IRAPI [c:\Git\Code\IRCore.DataAccess.ADO\APIUsuarioADO.cs][203][AtualizarSessao]	##Master.ExecuteAsync.AtualizandoSessionData## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":0,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiI1eFpNbE10eXItR2lWRTd2RHpVQ2lnIiwiaWF0IjoxNDYyMzkwOTg1LCJleHAiOjE0NjIzOTE1ODUsIm5iZiI6MTQ2MjM5MDkyNSwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.3G2G8mrP6pOfHQtgdXJZiulZNdaSZtqSUOEf5mphJ24","biletoUuid":"c3d2736b-566b-484f-971d-0c2f908e7549","Guid":null}
2016-05-04 16:43:05,851 [9] DEBUG IRAPI [c:\Git\Code\IRCore.DataAccess.ADO\APIUsuarioADO.cs][226][AtualizarSessao]	##Master.ExecuteAsync.AtualizandoSessionData.SUCCESS## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":0,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiI1eFpNbE10eXItR2lWRTd2RHpVQ2lnIiwiaWF0IjoxNDYyMzkwOTg1LCJleHAiOjE0NjIzOTE1ODUsIm5iZiI6MTQ2MjM5MDkyNSwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.3G2G8mrP6pOfHQtgdXJZiulZNdaSZtqSUOEf5mphJ24","biletoUuid":"c3d2736b-566b-484f-971d-0c2f908e7549","Guid":null}
2016-05-04 16:57:04,231 [14] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][62][PostAuth]	##Post.AuthCliente## SESSION 5e6f8697-becd-4b71-84e5-af3a44308499, USER 21511181850
2016-05-04 16:57:04,877 [14] DEBUG IRAPI [c:\Git\Code\IRCore.Util\ConfiguracaoAppUtil.cs][14][Get]	Configuração CaptchaObrigatorio não encontrada no Web.Config
2016-05-04 16:57:15,865 [14] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][92][PostAuth]	##Post.AuthCliente.ByPassBileto## SESSION 5e6f8697-becd-4b71-84e5-af3a44308499, USER 21511181850, MSG: Login por CPF, bypass no Bileto
2016-05-04 16:57:15,868 [14] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][979][ConsultarUsername]	##ClienteBO.ConsultarUserName## USERNAME 21511181850
2016-05-04 16:57:16,172 [14] INFO  IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][259][VerificarLogin]	##ClienteBO.VerificaLogin## LOGINID 72752, CLIENTEID 288337, EMAIL ferreiradaniel@hom.gmail.com, CPF 21511181850, SALVARULTIMOACESSO True
2016-05-04 16:57:16,242 [14] INFO  IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][292][VerificarLogin]	##ClienteBO.VerificaLogin.SUCCESS## LOGINID 72752, CLIENTEID 288337, EMAIL ferreiradaniel@hom.gmail.com, CPF 21511181850
2016-05-04 16:57:16,340 [14] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][130][PostAuth]	##Post.AuthCliente.SUCCESS## SESSION 5e6f8697-becd-4b71-84e5-af3a44308499
2016-05-04 16:57:16,344 [14] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][57][ExecuteAsync]	##Master.ExecuteAsync## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":288337,"SessionID":"5e6f8697-becd-4b71-84e5-af3a44308499","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":null,"biletoUuid":"460d6ca8-fca6-4025-9eb8-f42492240dec","Guid":null}
2016-05-04 16:57:42,719 [14] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][62][PostAuth]	##Post.AuthCliente## SESSION 5e6f8697-becd-4b71-84e5-af3a44308499, USER daniel.ferreira@ingressorapido.com.br
2016-05-04 16:57:43,235 [14] DEBUG IRAPI [c:\Git\Code\IRCore.Util\ConfiguracaoAppUtil.cs][14][Get]	Configuração CaptchaObrigatorio não encontrada no Web.Config
2016-05-04 16:58:02,173 [14] INFO  IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][1318][BiletoSignIn]	##ClienteBO.BiletoSignIn.ERROR## EMAIL: 'daniel.ferreira@ingressorapido.com.br' STATUS_CODE: 'Unauthorized', MSG: '', ERRORS: ''
2016-05-04 16:58:02,176 [14] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][115][PostAuth]	##Post.AuthCliente.ERROR## SESSION 5e6f8697-becd-4b71-84e5-af3a44308499, MSG Sucesso = false
2016-05-04 16:58:12,385 [13] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][62][PostAuth]	##Post.AuthCliente## SESSION 5e6f8697-becd-4b71-84e5-af3a44308499, USER daniel.ferreira@ingressorapido.com.br
2016-05-04 16:58:12,838 [13] DEBUG IRAPI [c:\Git\Code\IRCore.Util\ConfiguracaoAppUtil.cs][14][Get]	Configuração CaptchaObrigatorio não encontrada no Web.Config
2016-05-04 16:58:27,126 [13] INFO  IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][1263][BiletoSignIn]	##ClienteBO.BiletoSignIn.SUCCESS## EMAIL: 'daniel.ferreira@ingressorapido.com.br' STATUS_CODE: 'OK'
2016-05-04 16:58:30,201 [13] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][979][ConsultarUsername]	##ClienteBO.ConsultarUserName## USERNAME daniel.ferreira@ingressorapido.com.br
2016-05-04 17:01:19,713 [13] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][979][ConsultarUsername]	##ClienteBO.ConsultarUserName## USERNAME daniel.ferreira@ingressorapido.com.br
2016-05-04 17:01:58,935 [13] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][970][ConsultarEmail]	##ClienteBO.ConsultarEmail##
2016-05-04 17:01:58,970 [13] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][961][ConsultarCPF]	##ClienteBO.ConsultarCPF##
2016-05-04 17:01:59,004 [13] INFO  IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][143][Cadastrar]	##ClienteBO.Cadastrar.ERROR## CLIENTEID 0, EMAIL daniel.ferreira@ingressorapido.com.br, CPF 37352977309, MSG Já existe um usuário cadastrado com este CPF. Por favor clique em esqueci minha senha ou realize o login.
2016-05-04 17:02:27,168 [13] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][970][ConsultarEmail]	##ClienteBO.ConsultarEmail##
2016-05-04 17:02:31,681 [13] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][961][ConsultarCPF]	##ClienteBO.ConsultarCPF##
2016-05-04 17:02:56,007 [13] INFO  IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][143][Cadastrar]	##ClienteBO.Cadastrar.ERROR## CLIENTEID 0, EMAIL daniel.ferreira@ingressorapido.com.br, CPF 37352977309, MSG Já existe um usuário cadastrado com este CPF. Por favor clique em esqueci minha senha ou realize o login.
2016-05-04 17:03:17,607 [13] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][130][PostAuth]	##Post.AuthCliente.SUCCESS## SESSION 5e6f8697-becd-4b71-84e5-af3a44308499
2016-05-04 17:03:17,610 [13] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][57][ExecuteAsync]	##Master.ExecuteAsync## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":0,"SessionID":"5e6f8697-becd-4b71-84e5-af3a44308499","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiI0UkFWN1ZqS2t3aXVBOXkyQkY3elR3IiwiaWF0IjoxNDYyMzkxOTA0LCJleHAiOjE0NjIzOTI1MDQsIm5iZiI6MTQ2MjM5MTg0NCwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.dRgLg0a5ZMO5RSuoysEqIUfbdz_G1CrT-t3IlyiNLfo","biletoUuid":"c3d2736b-566b-484f-971d-0c2f908e7549","Guid":null}
2016-05-04 17:03:17,612 [13] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][61][ExecuteAsync]	##Master.ExecuteAsync.AtualizarSessionData## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":0,"SessionID":"5e6f8697-becd-4b71-84e5-af3a44308499","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiI0UkFWN1ZqS2t3aXVBOXkyQkY3elR3IiwiaWF0IjoxNDYyMzkxOTA0LCJleHAiOjE0NjIzOTI1MDQsIm5iZiI6MTQ2MjM5MTg0NCwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.dRgLg0a5ZMO5RSuoysEqIUfbdz_G1CrT-t3IlyiNLfo","biletoUuid":"c3d2736b-566b-484f-971d-0c2f908e7549","Guid":null}
2016-05-04 17:03:17,616 [13] DEBUG IRAPI [c:\Git\Code\IRCore.DataAccess.ADO\APIUsuarioADO.cs][203][AtualizarSessao]	##Master.ExecuteAsync.AtualizandoSessionData## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":0,"SessionID":"5e6f8697-becd-4b71-84e5-af3a44308499","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiI0UkFWN1ZqS2t3aXVBOXkyQkY3elR3IiwiaWF0IjoxNDYyMzkxOTA0LCJleHAiOjE0NjIzOTI1MDQsIm5iZiI6MTQ2MjM5MTg0NCwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.dRgLg0a5ZMO5RSuoysEqIUfbdz_G1CrT-t3IlyiNLfo","biletoUuid":"c3d2736b-566b-484f-971d-0c2f908e7549","Guid":null}
2016-05-04 17:03:17,684 [13] DEBUG IRAPI [c:\Git\Code\IRCore.DataAccess.ADO\APIUsuarioADO.cs][226][AtualizarSessao]	##Master.ExecuteAsync.AtualizandoSessionData.SUCCESS## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":0,"SessionID":"5e6f8697-becd-4b71-84e5-af3a44308499","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiI0UkFWN1ZqS2t3aXVBOXkyQkY3elR3IiwiaWF0IjoxNDYyMzkxOTA0LCJleHAiOjE0NjIzOTI1MDQsIm5iZiI6MTQ2MjM5MTg0NCwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.dRgLg0a5ZMO5RSuoysEqIUfbdz_G1CrT-t3IlyiNLfo","biletoUuid":"c3d2736b-566b-484f-971d-0c2f908e7549","Guid":null}
2016-05-04 17:04:11,352 [35] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][62][PostAuth]	##Post.AuthCliente## SESSION 5e6f8697-becd-4b71-84e5-af3a44308499, USER daniel.ferreira@ingressorapido.com.br
2016-05-04 17:04:11,924 [35] DEBUG IRAPI [c:\Git\Code\IRCore.Util\ConfiguracaoAppUtil.cs][14][Get]	Configuração CaptchaObrigatorio não encontrada no Web.Config
2016-05-04 17:04:24,752 [35] INFO  IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][1263][BiletoSignIn]	##ClienteBO.BiletoSignIn.SUCCESS## EMAIL: 'daniel.ferreira@ingressorapido.com.br' STATUS_CODE: 'OK'
2016-05-04 17:04:26,470 [35] DEBUG IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][979][ConsultarUsername]	##ClienteBO.ConsultarUserName## USERNAME daniel.ferreira@ingressorapido.com.br
2016-05-04 17:05:15,724 [35] INFO  IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][1289][BiletoSignIn]	##ClienteBO.BiletoSignIn.AtualizarLoginNaBileto## USER: daniel.ferreira@ingressorapido.com.br, FLEGADO: True
2016-05-04 17:06:18,225 [35] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][130][PostAuth]	##Post.AuthCliente.SUCCESS## SESSION 5e6f8697-becd-4b71-84e5-af3a44308499
2016-05-04 17:08:14,148 [35] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][57][ExecuteAsync]	##Master.ExecuteAsync## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":5014086,"SessionID":"5e6f8697-becd-4b71-84e5-af3a44308499","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiJzQjNjMTJwdDJidlphV19oT2hsZ3VnIiwiaWF0IjoxNDYyMzkyMjYyLCJleHAiOjE0NjIzOTI4NjIsIm5iZiI6MTQ2MjM5MjIwMiwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.MjpO9T5cufRjoNUexidyXlyDkQUTwtk1gtgIz8j4YHs","biletoUuid":"c43cb839-b634-4663-8fe3-2e68da38effb","Guid":null}
2016-05-04 17:08:15,618 [35] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][61][ExecuteAsync]	##Master.ExecuteAsync.AtualizarSessionData## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":5014086,"SessionID":"5e6f8697-becd-4b71-84e5-af3a44308499","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiJzQjNjMTJwdDJidlphV19oT2hsZ3VnIiwiaWF0IjoxNDYyMzkyMjYyLCJleHAiOjE0NjIzOTI4NjIsIm5iZiI6MTQ2MjM5MjIwMiwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.MjpO9T5cufRjoNUexidyXlyDkQUTwtk1gtgIz8j4YHs","biletoUuid":"c43cb839-b634-4663-8fe3-2e68da38effb","Guid":null}
2016-05-04 17:08:17,302 [35] DEBUG IRAPI [c:\Git\Code\IRCore.DataAccess.ADO\APIUsuarioADO.cs][203][AtualizarSessao]	##Master.ExecuteAsync.AtualizandoSessionData## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":5014086,"SessionID":"5e6f8697-becd-4b71-84e5-af3a44308499","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiJzQjNjMTJwdDJidlphV19oT2hsZ3VnIiwiaWF0IjoxNDYyMzkyMjYyLCJleHAiOjE0NjIzOTI4NjIsIm5iZiI6MTQ2MjM5MjIwMiwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.MjpO9T5cufRjoNUexidyXlyDkQUTwtk1gtgIz8j4YHs","biletoUuid":"c43cb839-b634-4663-8fe3-2e68da38effb","Guid":null}
2016-05-04 17:08:17,396 [35] DEBUG IRAPI [c:\Git\Code\IRCore.DataAccess.ADO\APIUsuarioADO.cs][226][AtualizarSessao]	##Master.ExecuteAsync.AtualizandoSessionData.SUCCESS## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":5014086,"SessionID":"5e6f8697-becd-4b71-84e5-af3a44308499","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiJzQjNjMTJwdDJidlphV19oT2hsZ3VnIiwiaWF0IjoxNDYyMzkyMjYyLCJleHAiOjE0NjIzOTI4NjIsIm5iZiI6MTQ2MjM5MjIwMiwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.MjpO9T5cufRjoNUexidyXlyDkQUTwtk1gtgIz8j4YHs","biletoUuid":"c43cb839-b634-4663-8fe3-2e68da38effb","Guid":null}
2016-05-04 17:08:44,579 [35] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][62][PostAuth]	##Post.AuthCliente## SESSION 4babm44h3a3eb2kwjrujz3oi, USER daniel.ferreira@ingressorapido.com.br
